MSR,sequence,chip_number,chip_coordinate,stage_coordinate,dnum_group,mp_number,parameter,cd_value,no_of_mp_image,mp_image_name_01
20250710_ROUGH_SIDEWALL_LER_WF956253,19,"5, -10","11880144,243687","176331500, 145939848","29, -1",29,CORRELATION_LENGTH,28.41,4,20250710_ROUGH_SIDEWALL_LER_WF956253_019_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,19,"5, -10","11880144,243687","176331500, 145939848","29, -1",29,LWR,17.27,1,20250710_ROUGH_SIDEWALL_LER_WF956253_019_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,20,"6, -6","13536909,292013","174748622, 146313511","7, -1",7,CORRELATION_LENGTH,38.81,5,20250710_ROUGH_SIDEWALL_LER_WF956253_020_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,20,"6, -6","13536909,292013","174748622, 146313511","7, -1",7,LWR,27.17,3,20250710_ROUGH_SIDEWALL_LER_WF956253_020_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,21,"2, -1","14292455,240946","172544925, 141086491","4, -1",4,CORRELATION_LENGTH,32.43,1,20250710_ROUGH_SIDEWALL_LER_WF956253_021_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,21,"2, -1","14292455,240946","172544925, 141086491","4, -1",4,LWR,25.44,2,20250710_ROUGH_SIDEWALL_LER_WF956253_021_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,22,"0, -8","14865370,299621","174079515, 146822135","17, -1",17,CORRELATION_LENGTH,15.0,5,20250710_ROUGH_SIDEWALL_LER_WF956253_022_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,22,"0, -8","14865370,299621","174079515, 146822135","17, -1",17,LWR,48.71,2,20250710_ROUGH_SIDEWALL_LER_WF956253_022_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,23,"-3, 9","14484735,252445","178937280, 148418954","1, -1",1,CORRELATION_LENGTH,45.21,2,20250710_ROUGH_SIDEWALL_LER_WF956253_023_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,23,"-3, 9","14484735,252445","178937280, 148418954","1, -1",1,LWR,49.4,4,20250710_ROUGH_SIDEWALL_LER_WF956253_023_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,24,"3, -8","11269520,298683","178845104, 147468785","2, -1",2,CORRELATION_LENGTH,27.0,5,20250710_ROUGH_SIDEWALL_LER_WF956253_024_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,24,"3, -8","11269520,298683","178845104, 147468785","2, -1",2,LWR,43.32,1,20250710_ROUGH_SIDEWALL_LER_WF956253_024_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,25,"-2, 5","10619524,228108","171894922, 149839802","23, -1",23,CORRELATION_LENGTH,19.93,5,20250710_ROUGH_SIDEWALL_LER_WF956253_025_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,25,"-2, 5","10619524,228108","171894922, 149839802","23, -1",23,LWR,35.6,2,20250710_ROUGH_SIDEWALL_LER_WF956253_025_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,26,"-4, -2","13417346,214150","173903200, 143579314","13, -1",13,CORRELATION_LENGTH,45.78,3,20250710_ROUGH_SIDEWALL_LER_WF956253_026_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,26,"-4, -2","13417346,214150","173903200, 143579314","13, -1",13,LWR,17.46,2,20250710_ROUGH_SIDEWALL_LER_WF956253_026_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,27,"-9, 5","12135005,242102","179333060, 148573888","10, -1",10,CORRELATION_LENGTH,41.19,1,20250710_ROUGH_SIDEWALL_LER_WF956253_027_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,27,"-9, 5","12135005,242102","179333060, 148573888","10, -1",10,LWR,46.4,3,20250710_ROUGH_SIDEWALL_LER_WF956253_027_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,28,"-2, -6","12534099,264958","172426733, 144398696","3, -1",3,CORRELATION_LENGTH,27.16,1,20250710_ROUGH_SIDEWALL_LER_WF956253_028_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,28,"-2, -6","12534099,264958","172426733, 144398696","3, -1",3,LWR,44.92,3,20250710_ROUGH_SIDEWALL_LER_WF956253_028_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,29,"-2, -8","10237019,274346","176985879, 146745527","15, -1",15,CORRELATION_LENGTH,40.22,4,20250710_ROUGH_SIDEWALL_LER_WF956253_029_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,29,"-2, -8","10237019,274346","176985879, 146745527","15, -1",15,LWR,45.86,1,20250710_ROUGH_SIDEWALL_LER_WF956253_029_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,30,"4, -10","11063484,291775","174340129, 149974846","24, -1",24,CORRELATION_LENGTH,31.86,1,20250710_ROUGH_SIDEWALL_LER_WF956253_030_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,30,"4, -10","11063484,291775","174340129, 149974846","24, -1",24,LWR,31.87,1,20250710_ROUGH_SIDEWALL_LER_WF956253_030_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,31,"1, -6","13873230,272240","172440417, 141625680","14, -1",14,CORRELATION_LENGTH,20.83,5,20250710_ROUGH_SIDEWALL_LER_WF956253_031_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,31,"1, -6","13873230,272240","172440417, 141625680","14, -1",14,LWR,43.91,1,20250710_ROUGH_SIDEWALL_LER_WF956253_031_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,32,"-4, 9","12738444,281598","173098885, 146618941","30, -1",30,CORRELATION_LENGTH,20.6,4,20250710_ROUGH_SIDEWALL_LER_WF956253_032_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,32,"-4, 9","12738444,281598","173098885, 146618941","30, -1",30,LWR,34.66,5,20250710_ROUGH_SIDEWALL_LER_WF956253_032_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,33,"6, 1","12088560,291603","179760474, 146640884","17, -1",17,CORRELATION_LENGTH,27.61,5,20250710_ROUGH_SIDEWALL_LER_WF956253_033_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,33,"6, 1","12088560,291603","179760474, 146640884","17, -1",17,LWR,25.25,3,20250710_ROUGH_SIDEWALL_LER_WF956253_033_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,34,"8, 3","10757456,242903","175709034, 149870911","10, -1",10,CORRELATION_LENGTH,42.14,1,20250710_ROUGH_SIDEWALL_LER_WF956253_034_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,34,"8, 3","10757456,242903","175709034, 149870911","10, -1",10,LWR,14.43,5,20250710_ROUGH_SIDEWALL_LER_WF956253_034_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,35,"-6, 4","11514826,207679","178015427, 146061877","29, -1",29,CORRELATION_LENGTH,25.26,1,20250710_ROUGH_SIDEWALL_LER_WF956253_035_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,35,"-6, 4","11514826,207679","178015427, 146061877","29, -1",29,LWR,24.05,1,20250710_ROUGH_SIDEWALL_LER_WF956253_035_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,36,"2, 10","10659397,255375","171037958, 143809589","17, -1",17,CORRELATION_LENGTH,40.11,5,20250710_ROUGH_SIDEWALL_LER_WF956253_036_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,36,"2, 10","10659397,255375","171037958, 143809589","17, -1",17,LWR,42.3,2,20250710_ROUGH_SIDEWALL_LER_WF956253_036_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,37,"1, 4","12637277,232578","176891905, 142109953","18, -1",18,CORRELATION_LENGTH,20.4,3,20250710_ROUGH_SIDEWALL_LER_WF956253_037_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,37,"1, 4","12637277,232578","176891905, 142109953","18, -1",18,LWR,33.98,4,20250710_ROUGH_SIDEWALL_LER_WF956253_037_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,38,"3, -5","10064410,206442","170415625, 149967635","18, -1",18,CORRELATION_LENGTH,22.05,2,20250710_ROUGH_SIDEWALL_LER_WF956253_038_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,38,"3, -5","10064410,206442","170415625, 149967635","18, -1",18,LWR,21.95,5,20250710_ROUGH_SIDEWALL_LER_WF956253_038_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,39,"-3, 1","11500953,206154","174921048, 146313862","21, -1",21,CORRELATION_LENGTH,44.61,5,20250710_ROUGH_SIDEWALL_LER_WF956253_039_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,39,"-3, 1","11500953,206154","174921048, 146313862","21, -1",21,LWR,34.54,4,20250710_ROUGH_SIDEWALL_LER_WF956253_039_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,40,"3, 1","13443190,206553","175484043, 147311577","0, -1",0,CORRELATION_LENGTH,42.81,3,20250710_ROUGH_SIDEWALL_LER_WF956253_040_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,40,"3, 1","13443190,206553","175484043, 147311577","0, -1",0,LWR,22.59,3,20250710_ROUGH_SIDEWALL_LER_WF956253_040_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,41,"3, -3","13716959,244553","179018054, 140489629","25, -1",25,CORRELATION_LENGTH,48.12,3,20250710_ROUGH_SIDEWALL_LER_WF956253_041_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,41,"3, -3","13716959,244553","179018054, 140489629","25, -1",25,LWR,48.59,2,20250710_ROUGH_SIDEWALL_LER_WF956253_041_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,42,"3, 6","10242358,255725","172195396, 144068753","11, -1",11,CORRELATION_LENGTH,20.32,4,20250710_ROUGH_SIDEWALL_LER_WF956253_042_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,42,"3, 6","10242358,255725","172195396, 144068753","11, -1",11,LWR,45.04,2,20250710_ROUGH_SIDEWALL_LER_WF956253_042_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,43,"6, 9","11546233,254884","175645656, 144851810","12, -1",12,CORRELATION_LENGTH,35.3,5,20250710_ROUGH_SIDEWALL_LER_WF956253_043_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,43,"6, 9","11546233,254884","175645656, 144851810","12, -1",12,LWR,34.33,2,20250710_ROUGH_SIDEWALL_LER_WF956253_043_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,44,"-8, -4","10076806,291067","177138632, 142688786","3, -1",3,CORRELATION_LENGTH,17.0,3,20250710_ROUGH_SIDEWALL_LER_WF956253_044_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,44,"-8, -4","10076806,291067","177138632, 142688786","3, -1",3,LWR,17.24,4,20250710_ROUGH_SIDEWALL_LER_WF956253_044_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,45,"1, 8","14012815,290957","177951535, 145211276","24, -1",24,CORRELATION_LENGTH,22.64,1,20250710_ROUGH_SIDEWALL_LER_WF956253_045_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,45,"1, 8","14012815,290957","177951535, 145211276","24, -1",24,LWR,25.61,1,20250710_ROUGH_SIDEWALL_LER_WF956253_045_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,46,"-7, -7","11483756,236822","171676290, 141548539","27, -1",27,CORRELATION_LENGTH,30.13,3,20250710_ROUGH_SIDEWALL_LER_WF956253_046_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,46,"-7, -7","11483756,236822","171676290, 141548539","27, -1",27,LWR,31.34,5,20250710_ROUGH_SIDEWALL_LER_WF956253_046_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,47,"7, -6","13256834,207860","170102664, 149006855","-1, -1",-1,CORRELATION_LENGTH,28.98,5,20250710_ROUGH_SIDEWALL_LER_WF956253_047_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,47,"7, -6","13256834,207860","170102664, 149006855","-1, -1",-1,LWR,49.28,4,20250710_ROUGH_SIDEWALL_LER_WF956253_047_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,48,"9, 1","14148453,273246","172145003, 143286384","5, -1",5,CORRELATION_LENGTH,33.11,3,20250710_ROUGH_SIDEWALL_LER_WF956253_048_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,48,"9, 1","14148453,273246","172145003, 143286384","5, -1",5,LWR,27.76,1,20250710_ROUGH_SIDEWALL_LER_WF956253_048_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,49,"-2, -9","13742286,217682","176854309, 144414458","20, -1",20,CORRELATION_LENGTH,42.48,1,20250710_ROUGH_SIDEWALL_LER_WF956253_049_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,49,"-2, -9","13742286,217682","176854309, 144414458","20, -1",20,LWR,15.89,1,20250710_ROUGH_SIDEWALL_LER_WF956253_049_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,50,"-5, -1","10448549,226724","178871152, 144214915","24, -1",24,CORRELATION_LENGTH,45.38,3,20250710_ROUGH_SIDEWALL_LER_WF956253_050_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,50,"-5, -1","10448549,226724","178871152, 144214915","24, -1",24,LWR,19.12,3,20250710_ROUGH_SIDEWALL_LER_WF956253_050_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,51,"8, 7","14938727,295616","176473815, 148930343","-1, -1",-1,CORRELATION_LENGTH,32.16,2,20250710_ROUGH_SIDEWALL_LER_WF956253_051_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,51,"8, 7","14938727,295616","176473815, 148930343","-1, -1",-1,LWR,24.74,3,20250710_ROUGH_SIDEWALL_LER_WF956253_051_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,52,"3, 10","11466567,240601","172146086, 142070407","22, -1",22,CORRELATION_LENGTH,40.05,5,20250710_ROUGH_SIDEWALL_LER_WF956253_052_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,52,"3, 10","11466567,240601","172146086, 142070407","22, -1",22,LWR,22.97,3,20250710_ROUGH_SIDEWALL_LER_WF956253_052_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,53,"0, -5","12251122,206179","170527400, 147201406","20, -1",20,CORRELATION_LENGTH,24.7,4,20250710_ROUGH_SIDEWALL_LER_WF956253_053_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,53,"0, -5","12251122,206179","170527400, 147201406","20, -1",20,LWR,23.54,2,20250710_ROUGH_SIDEWALL_LER_WF956253_053_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,54,"-4, -6","10643438,214601","172347865, 143247214","22, -1",22,CORRELATION_LENGTH,49.39,3,20250710_ROUGH_SIDEWALL_LER_WF956253_054_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,54,"-4, -6","10643438,214601","172347865, 143247214","22, -1",22,LWR,40.79,5,20250710_ROUGH_SIDEWALL_LER_WF956253_054_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,55,"10, 2","14120932,289413","171423828, 147562332","24, -1",24,CORRELATION_LENGTH,25.93,2,20250710_ROUGH_SIDEWALL_LER_WF956253_055_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,55,"10, 2","14120932,289413","171423828, 147562332","24, -1",24,LWR,19.72,3,20250710_ROUGH_SIDEWALL_LER_WF956253_055_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,56,"7, -3","11395509,264131","172847446, 140515146","26, -1",26,CORRELATION_LENGTH,32.2,4,20250710_ROUGH_SIDEWALL_LER_WF956253_056_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,56,"7, -3","11395509,264131","172847446, 140515146","26, -1",26,LWR,37.4,1,20250710_ROUGH_SIDEWALL_LER_WF956253_056_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,57,"3, -10","12966465,293613","170211654, 149108383","27, -1",27,CORRELATION_LENGTH,12.69,4,20250710_ROUGH_SIDEWALL_LER_WF956253_057_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,57,"3, -10","12966465,293613","170211654, 149108383","27, -1",27,LWR,48.49,1,20250710_ROUGH_SIDEWALL_LER_WF956253_057_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,58,"-3, 3","12759443,293684","173260851, 140557005","25, -1",25,CORRELATION_LENGTH,49.15,3,20250710_ROUGH_SIDEWALL_LER_WF956253_058_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,58,"-3, 3","12759443,293684","173260851, 140557005","25, -1",25,LWR,38.77,5,20250710_ROUGH_SIDEWALL_LER_WF956253_058_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,59,"-6, 9","12237789,281805","173849318, 145553662","28, -1",28,CORRELATION_LENGTH,22.22,1,20250710_ROUGH_SIDEWALL_LER_WF956253_059_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,59,"-6, 9","12237789,281805","173849318, 145553662","28, -1",28,LWR,44.31,1,20250710_ROUGH_SIDEWALL_LER_WF956253_059_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,60,"3, 10","10579850,293736","176649465, 147391061","9, -1",9,CORRELATION_LENGTH,30.57,1,20250710_ROUGH_SIDEWALL_LER_WF956253_060_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,60,"3, 10","10579850,293736","176649465, 147391061","9, -1",9,LWR,43.7,3,20250710_ROUGH_SIDEWALL_LER_WF956253_060_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,61,"-5, 3","12339198,233305","174268011, 146030812","13, -1",13,CORRELATION_LENGTH,12.14,5,20250710_ROUGH_SIDEWALL_LER_WF956253_061_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,61,"-5, 3","12339198,233305","174268011, 146030812","13, -1",13,LWR,18.41,5,20250710_ROUGH_SIDEWALL_LER_WF956253_061_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,62,"0, -5","10553290,262273","173648083, 147555391","17, -1",17,CORRELATION_LENGTH,14.29,3,20250710_ROUGH_SIDEWALL_LER_WF956253_062_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,62,"0, -5","10553290,262273","173648083, 147555391","17, -1",17,LWR,19.64,5,20250710_ROUGH_SIDEWALL_LER_WF956253_062_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,63,"-6, -2","11233826,270337","177658687, 148427853","8, -1",8,CORRELATION_LENGTH,44.97,4,20250710_ROUGH_SIDEWALL_LER_WF956253_063_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,63,"-6, -2","11233826,270337","177658687, 148427853","8, -1",8,LWR,42.16,5,20250710_ROUGH_SIDEWALL_LER_WF956253_063_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,64,"5, 1","13570065,276850","178853232, 148631751","28, -1",28,CORRELATION_LENGTH,45.47,5,20250710_ROUGH_SIDEWALL_LER_WF956253_064_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,64,"5, 1","13570065,276850","178853232, 148631751","28, -1",28,LWR,12.44,3,20250710_ROUGH_SIDEWALL_LER_WF956253_064_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,65,"3, -7","14855118,292153","172228767, 148042012","26, -1",26,CORRELATION_LENGTH,27.98,2,20250710_ROUGH_SIDEWALL_LER_WF956253_065_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,65,"3, -7","14855118,292153","172228767, 148042012","26, -1",26,LWR,20.15,2,20250710_ROUGH_SIDEWALL_LER_WF956253_065_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,66,"-9, 1","10751130,295538","179067196, 146397798","5, -1",5,CORRELATION_LENGTH,20.71,2,20250710_ROUGH_SIDEWALL_LER_WF956253_066_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,66,"-9, 1","10751130,295538","179067196, 146397798","5, -1",5,LWR,43.27,2,20250710_ROUGH_SIDEWALL_LER_WF956253_066_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,67,"5, 8","13770934,221329","178748705, 143950461","25, -1",25,CORRELATION_LENGTH,14.13,1,20250710_ROUGH_SIDEWALL_LER_WF956253_067_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,67,"5, 8","13770934,221329","178748705, 143950461","25, -1",25,LWR,49.41,5,20250710_ROUGH_SIDEWALL_LER_WF956253_067_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,68,"3, 2","10252359,251366","172635975, 149505655","5, -1",5,CORRELATION_LENGTH,30.68,5,20250710_ROUGH_SIDEWALL_LER_WF956253_068_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,68,"3, 2","10252359,251366","172635975, 149505655","5, -1",5,LWR,46.97,5,20250710_ROUGH_SIDEWALL_LER_WF956253_068_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,69,"5, -10","11779149,221991","172444535, 142032166","-1, -1",-1,CORRELATION_LENGTH,14.68,2,20250710_ROUGH_SIDEWALL_LER_WF956253_069_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,69,"5, -10","11779149,221991","172444535, 142032166","-1, -1",-1,LWR,19.2,1,20250710_ROUGH_SIDEWALL_LER_WF956253_069_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,70,"-10, 3","10528740,290657","178758068, 146474995","12, -1",12,CORRELATION_LENGTH,14.58,1,20250710_ROUGH_SIDEWALL_LER_WF956253_070_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,70,"-10, 3","10528740,290657","178758068, 146474995","12, -1",12,LWR,30.32,5,20250710_ROUGH_SIDEWALL_LER_WF956253_070_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,71,"8, -6","14681752,288701","178067264, 146479928","17, -1",17,CORRELATION_LENGTH,13.34,3,20250710_ROUGH_SIDEWALL_LER_WF956253_071_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,71,"8, -6","14681752,288701","178067264, 146479928","17, -1",17,LWR,17.57,4,20250710_ROUGH_SIDEWALL_LER_WF956253_071_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,72,"-7, 0","12422327,208088","173946534, 149278346","10, -1",10,CORRELATION_LENGTH,36.0,1,20250710_ROUGH_SIDEWALL_LER_WF956253_072_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,72,"-7, 0","12422327,208088","173946534, 149278346","10, -1",10,LWR,33.59,1,20250710_ROUGH_SIDEWALL_LER_WF956253_072_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,73,"3, -6","12318305,255199","179233029, 142319495","9, -1",9,CORRELATION_LENGTH,26.35,5,20250710_ROUGH_SIDEWALL_LER_WF956253_073_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,73,"3, -6","12318305,255199","179233029, 142319495","9, -1",9,LWR,22.66,1,20250710_ROUGH_SIDEWALL_LER_WF956253_073_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,74,"-9, 0","10030617,226025","170283563, 147667926","12, -1",12,CORRELATION_LENGTH,46.64,1,20250710_ROUGH_SIDEWALL_LER_WF956253_074_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,74,"-9, 0","10030617,226025","170283563, 147667926","12, -1",12,LWR,24.8,3,20250710_ROUGH_SIDEWALL_LER_WF956253_074_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,75,"-1, -1","14935238,249701","177340617, 141250454","28, -1",28,CORRELATION_LENGTH,37.56,4,20250710_ROUGH_SIDEWALL_LER_WF956253_075_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,75,"-1, -1","14935238,249701","177340617, 141250454","28, -1",28,LWR,27.31,4,20250710_ROUGH_SIDEWALL_LER_WF956253_075_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,76,"1, 5","12253788,212062","171238590, 140218806","12, -1",12,CORRELATION_LENGTH,46.65,3,20250710_ROUGH_SIDEWALL_LER_WF956253_076_CORRELATION_LENGTH_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,76,"1, 5","12253788,212062","171238590, 140218806","12, -1",12,LWR,44.7,1,20250710_ROUGH_SIDEWALL_LER_WF956253_076_LWR_20250719_083511.tif
20250710_ROUGH_SIDEWALL_LER_WF956253,77,"9, -3","11885720,236987","170026602, 147499766","3, -1",3,CORRELATION_LENGTH,25.95,5,20250710_ROUGH_SIDEWALL_LER_WF956253_077_CORRELATION_LENGTH_20250719_083511.tif
